,filename,transcription,filepath
1874,tem_00682_01998682746,ఇలా ఆమె రీసెర్చ్ ప్రయాణం మొదలైంది,end_to_end\tem_00682_01998682746.wav
1875,tem_09015_01381851050,ద్వీపం లో పుట్టిన వాడు ద్వైపాయనుడు,end_to_end\tem_09015_01381851050.wav
1876,tem_09584_01276424775,ఇది  విండో నిర్వాహకాన్ని వినియోగిస్తుంది,end_to_end\tem_09584_01276424775.wav
1877,tem_03338_01578492169,మొదట్లో సైన్సు విద్యార్థి,end_to_end\tem_03338_01578492169.wav
1878,tem_09015_00882559086,అంతకుముందు ఏ నాయకులను కలువలేదు,end_to_end\tem_09015_00882559086.wav
1879,tem_05425_01699702964,వైష్ణవ దేవి ఆలయం ప్రసిద్ధి చెందిన అమ్మవారి పుణ్యక్షేత్రం,end_to_end\tem_05425_01699702964.wav
1880,tem_09015_00490900376,మోసం చేస్తున్నాడని అర్థం,end_to_end\tem_09015_00490900376.wav
1881,tem_06359_01709944558,డిసెంబరు మూడు;,end_to_end\tem_06359_01709944558.wav
1882,tem_03338_01095152130,పలువురు లబ్ధప్రతిష్ఠుల వ్యాసాల సమాహారం,end_to_end\tem_03338_01095152130.wav
1883,tem_08680_00291762530,ఈ దుంప మార్పు చెందిన కొమ్మ\n,end_to_end\tem_08680_00291762530.wav
1884,tem_00682_00198427430,చెరువు కట్ట మీద పోలేరమ్మ గుడి ఉన్నది,end_to_end\tem_00682_00198427430.wav
1885,tem_09222_00047263867,ఎన్నో సార్లు అలా చేసారు కూడా\n,end_to_end\tem_09222_00047263867.wav
1886,tem_04771_00535842669,యాభై అడుగుల్లో,end_to_end\tem_04771_00535842669.wav
1887,tem_07220_00888291923,ఆ మహాదేవిని ఈశ్వరమ్మ అని పిలుచుకోవాలి,end_to_end\tem_07220_00888291923.wav
1888,tem_02812_00381402854,ఈ ఆలయ పునర్నిర్మాణానికి రు,end_to_end\tem_02812_00381402854.wav
1889,tem_02769_01230539787,విజయవాడ దిగవల్లి వెంకట శివరావు,end_to_end\tem_02769_01230539787.wav
1890,tem_02812_01003528219,వీరిలో పురుషుల శాతం యాభై ఒకటి స్త్రీల శాతం నలభై తొమ్మిది,end_to_end\tem_02812_01003528219.wav
1891,tem_06359_01208230407,ఒరే కాంట్రాక్టర్ వెధవా,end_to_end\tem_06359_01208230407.wav
1892,tem_02769_00570858394,అలా ఎత్తినా అతడు దానిని నిలబెట్టుకోలేడు,end_to_end\tem_02769_00570858394.wav
1893,tem_03338_00922150361,నీవు ఈ జగములంతకూ శివుడవు,end_to_end\tem_03338_00922150361.wav
1894,tem_04272_01915985245,నుండి తరచు బస్సు సౌకర్యం ఉంది,end_to_end\tem_04272_01915985245.wav
1895,tem_02812_00636890705,ఇందుకు ఉపయోగపడే ప్రచార వ్యాసం ఇక్కడ ఉన్నది,end_to_end\tem_02812_00636890705.wav
1896,tem_03338_00552730277,వెడెన్ఫెల్డ్ అండ్ నికొల్సన్,end_to_end\tem_03338_00552730277.wav
1897,tem_02769_01580889038,సాధారణంగా ఇవి రెండూ గళ్లతో నిండివుంటాయి,end_to_end\tem_02769_01580889038.wav
1898,tem_09222_00735660363,వాము సాధారణంగా అన్ని ఇళ్ళల్లో కనిపించేది,end_to_end\tem_09222_00735660363.wav
1899,tem_06359_01878431979,ఒక రోజుకు ఇరవై నాలుగు గంటలుంటాయి,end_to_end\tem_06359_01878431979.wav
1900,tem_05425_01377983397,జ్ఞానపీఠ పురస్కారం గ్రహీత విశ్వనాథ సత్యనారాయణ,end_to_end\tem_05425_01377983397.wav
1901,tem_07220_01810103111,ఇంద్రుడు రెండు పర్లాంగుల దూరంలో పడెను,end_to_end\tem_07220_01810103111.wav
1902,tem_06359_00575986869,ఈ నగరంలో మొత్తం ఇరవై అయిదు మ్యూజియంలు ఉన్నాయి,end_to_end\tem_06359_00575986869.wav
1903,tem_02769_02041918729,వీటి లో రెండు మాత్రమే సరి ప్రధానకం,end_to_end\tem_02769_02041918729.wav
1904,tem_06359_02026766464,వేంకటపతికి మొక్కుమని చెబితేనే మొక్కేవాడు,end_to_end\tem_06359_02026766464.wav
1905,tem_08680_01012473141,ఈ గ్రామంలో జిల్లా పరిషత్ ఉన్నత పాఠశాల కలదు\n,end_to_end\tem_08680_01012473141.wav
1906,tem_09015_01885234430,గృహాల సంఖ్య రెండు వందలు ఎనిమిది,end_to_end\tem_09015_01885234430.wav
1907,tem_02769_01016323888,కక్ష్య భ్రమణసమయం రెండు వేలు మూడు వందలు తొంభై మూడు గంటలు,end_to_end\tem_02769_01016323888.wav
1908,tem_09015_01338971798,దాని చావు దరువు అంటారు,end_to_end\tem_09015_01338971798.wav
1909,tem_00974_02108596382,దీని సవరణ ఋణాత్మకం,end_to_end\tem_00974_02108596382.wav
1910,tem_09015_01212543479,ఒక స్లిప్పర్ క్లచ్ ను కూడా చేర్చింది,end_to_end\tem_09015_01212543479.wav
1911,tem_06359_00658876290,లీలఓ ఓహొ చారుశీల లేజవరాలా సొగసు భళా  వి,end_to_end\tem_06359_00658876290.wav
1912,tem_08377_01068322442,రవాణా పరంగా కూడా తాండూర్ కు మంచి సౌకర్యాలు కలవు\n,end_to_end\tem_08377_01068322442.wav
1913,tem_04272_01615247336,జ్ఞానపీఠ అవార్డు పొందిన తొలి తెలుగు రచయిత,end_to_end\tem_04272_01615247336.wav
1914,tem_08680_01784715440,అది సాధారణంగా పనితీరు సూచించింది\n,end_to_end\tem_08680_01784715440.wav
1915,tem_07220_01964856207,అందుకు పలు వైవిద్యమైన కారణాలు ఉన్నాయి,end_to_end\tem_07220_01964856207.wav
1916,tem_08680_00047500982,అవధానిగారు ఆ పద్యాలను విని\n,end_to_end\tem_08680_00047500982.wav
1917,tem_03338_01494307978,ఇది వైశ్యులకు పవిత్ర క్షేత్రం,end_to_end\tem_03338_01494307978.wav
1918,tem_02769_01874766861,ఆ లేచిన రోజే శ్రావణ పూర్ణిమ,end_to_end\tem_02769_01874766861.wav
1919,tem_02769_01794972811,రాయచూర్ పట్టణం జిల్లాకేంద్రంగా ఉంది,end_to_end\tem_02769_01794972811.wav
1920,tem_08377_02109391483,మండల పరిషత్తు ప్రాథమిక పాఠశాల\n,end_to_end\tem_08377_02109391483.wav
1921,tem_04272_01710518684,ఈయన కుమార్తె దేవి కొన్ని చిత్రాల్లో నటించింది,end_to_end\tem_04272_01710518684.wav
1922,tem_04771_01546728720,ఆరు వందల అడుగుల్లో,end_to_end\tem_04771_01546728720.wav
1923,tem_03338_00864736772,ఇక్కడ ఎలాంటి వసతులు లేవు,end_to_end\tem_03338_00864736772.wav
1924,tem_08377_00326040052,ఊరి జనాభా ఎనిమిది వేల వరకు ఉంటుంది\n,end_to_end\tem_08377_00326040052.wav
1925,tem_08377_01010207314,సుదేష్మాను వెయ్యి తొమ్మిది వందలు యాభై మూడులో వివాహమాడారు\n,end_to_end\tem_08377_01010207314.wav
1926,tem_00113_01115316186,ఇది మంచి కంటిచూపుకు దోహపడుతుంది,end_to_end\tem_00113_01115316186.wav
1927,tem_05425_01550993593,ఇదే పేరుతో ఉన్న ఇతర ప్రాంతాల కొరకు వంగర అయోమయ నివృత్తి చూడండి,end_to_end\tem_05425_01550993593.wav
1928,tem_09222_01237854378,నాకు రుచికరంగా వంటలు చేయడం వచ్చు కదా,end_to_end\tem_09222_01237854378.wav
1929,tem_04771_00409038765,ఎడమవైపు తిరగండి,end_to_end\tem_04771_00409038765.wav
1930,tem_06582_01407371655,దీని అధిపతి రవికిషోర్,end_to_end\tem_06582_01407371655.wav
1931,tem_05425_00555823879,ఇది మహారాష్ట్ర యొక్క అధికార భాష,end_to_end\tem_05425_00555823879.wav
1932,tem_09015_00842006778,పుస్తకంలోని పేజీలపై ఈ పెన్నును ఉంచితే,end_to_end\tem_09015_00842006778.wav
1933,tem_00974_01931354286,బొబ్బిలి బుల్లోడు సినిమా వివరాలు,end_to_end\tem_00974_01931354286.wav
1934,tem_07220_01379625030,నాన్న కోరిక తీర్చాలి,end_to_end\tem_07220_01379625030.wav
1935,tem_02812_01926237676,వెలదులార ముదముమీర నలుగిడ రారే బృందంపధ్నాలుగు,end_to_end\tem_02812_01926237676.wav
1936,tem_09015_00154856751,అవ్వ నలభై నాలుగు వాసవి నలభై అయిదు,end_to_end\tem_09015_00154856751.wav
1937,tem_00682_00621710506,దీనికి రెండు ముఖ్య కారణాలు ఉన్నాయి,end_to_end\tem_00682_00621710506.wav
1938,tem_04272_00532491352,మీరు అప్లోడ్ చేసిన ఫోటో బాగుంది,end_to_end\tem_04272_00532491352.wav
1939,tem_00682_00873833308,కాని పిండారీలు పగలే వచ్చేవారు,end_to_end\tem_00682_00873833308.wav
1940,tem_00974_00337506807,ఈ ధర్మాన్నే ఎంట్రోపీ మార్పు అంటారు,end_to_end\tem_00974_00337506807.wav
1941,tem_09015_00467441651,భరణి నక్షత్రము  ధాత్రిమూడు,end_to_end\tem_09015_00467441651.wav
1942,tem_05479_01567406575,దానికి మీ సూచనలు ఏమయినా ఉంటే తెలుపండి\n,end_to_end\tem_05479_01567406575.wav
1943,tem_03338_00572244816,కానీ సేవార్హతలు చాలా ముఖ్యం,end_to_end\tem_03338_00572244816.wav
1944,tem_00682_00351390950,రకరకాల సంస్కృతులకు నిలయమయ్యినదట,end_to_end\tem_00682_00351390950.wav
1945,tem_09222_00726603085,దీని మొక్క తీగ జాతికి చెందినది,end_to_end\tem_09222_00726603085.wav
1946,tem_09015_00841245756,ఆయనకు నలుగురు కుమారులు,end_to_end\tem_09015_00841245756.wav
1947,tem_00682_01466095168,ఆ క్రితం నెల కూడా అభివృద్ధి జరిగింది,end_to_end\tem_00682_01466095168.wav
1948,tem_07220_02144810509,ఆ బాలగోపాలం కొత్తబట్టలు కట్టుకున్నారు,end_to_end\tem_07220_02144810509.wav
1949,tem_02812_00368808024,రాజకీయ సాంఘిక చైతన్యాల సమాహారం కాళోజి,end_to_end\tem_02812_00368808024.wav
1950,tem_05479_00807275822,బషీరాబాద్ రాజకీయ చైతన్యంగా ఎదిగిన గ్రామం\n,end_to_end\tem_05479_00807275822.wav
1951,tem_00113_00148830615,తపాలా సౌకర్యం వున్నది,end_to_end\tem_00113_00148830615.wav
1952,tem_04771_01479942758,మీ గమ్యస్థానం కుడివైపున ఉంటుంది.,end_to_end\tem_04771_01479942758.wav
1953,tem_09015_00090824563,పిన్ కోడ్ అయిదు లక్షలు తొమ్మిది వెలు మూడు వందలు ముప్పై తొమ్మిది,end_to_end\tem_09015_00090824563.wav
1954,tem_04272_01895023798,ఈ గ్రామానికి రైలు సౌకర్యం కూడా ఉంది,end_to_end\tem_04272_01895023798.wav
1955,tem_03338_01321904260,ఇదే పేరుతో మరి కొన్ని గ్రామాలున్నాయి,end_to_end\tem_03338_01321904260.wav
1956,tem_08680_00968971981,ఐ_ఎం_డి_బిలో శివరామకృష్ణయ్య వివరాలు,end_to_end\tem_08680_00968971981.wav
1957,tem_03338_01519427372,వాటితోనే ఏడాది మొత్తం గడపాల్సి వచ్చేది,end_to_end\tem_03338_01519427372.wav
1958,tem_06359_00798105219,రాజకీయ సాంఘిక చైతన్యాల సమాహారం కాళోజి,end_to_end\tem_06359_00798105219.wav
1959,tem_03338_01749754718,సాత్యకి కృష్ణుని భక్తుడు,end_to_end\tem_03338_01749754718.wav
1960,tem_04272_01388695471,ఏలూరు పట్టణం ప్రధానంగా జాతీయ రహదారి వెంట విస్తరించి ఉంది,end_to_end\tem_04272_01388695471.wav
1961,tem_02769_01163920220,అందుకు ఆమె కోసం పోలీసులు వెతికారు,end_to_end\tem_02769_01163920220.wav
1962,tem_04272_01102533545,వారి కలయిక మిగతా చిత్ర కథ,end_to_end\tem_04272_01102533545.wav
1963,tem_02812_01111419334,దానస్వభావము కలిగి ఉంటారు,end_to_end\tem_02812_01111419334.wav
1964,tem_03338_01049588921,ఇది ప్రతిభావారి తొలి చిత్రం,end_to_end\tem_03338_01049588921.wav
1965,tem_00682_01471943595,ఎడమ కాలువ నల్గొండ జిల్లాకు నీటి సరఫరా చేస్తుంది,end_to_end\tem_00682_01471943595.wav
1966,tem_02769_01098331107,ఈ జన్య రాగాలకీ అనేక విభజనలు ఉన్నాయి,end_to_end\tem_02769_01098331107.wav
1967,tem_08680_00245524753,కిషన్ పట్నాయక్ సాంఘిక నాయకుడు\n,end_to_end\tem_08680_00245524753.wav
1968,tem_05479_00557410508,పశ్చిమోత్తర పసిఫిక్ యొక్క వృక్ష జాతులు\n,end_to_end\tem_05479_00557410508.wav
1969,tem_03338_00015451443,ఇవి ప్రమాదాన్ని సూచించటానికి వాడబడతాయి,end_to_end\tem_03338_00015451443.wav
1970,tem_00682_00920640454,తెలుగు నెలలు తెలుగు నెలలు పన్నెండు,end_to_end\tem_00682_00920640454.wav
1971,tem_06885_00725753899,కుశధ్వజుడు ఇతని సోదరుడు,end_to_end\tem_06885_00725753899.wav
1972,tem_09015_00087158583,ఫ్రీ ప్రెస్ కాం,end_to_end\tem_09015_00087158583.wav
1973,tem_05479_01684451506,కురిసింది వాన నా గుండెలోన\n,end_to_end\tem_05479_01684451506.wav
1974,tem_07220_00925965869,తరచూ రేడియో నాటకాల్లో కూడా పాల్గొనేవారు,end_to_end\tem_07220_00925965869.wav
1975,tem_04272_01611794118,మిన్నసోటా రాష్ట్రంలో కల ఒక ప్రముఖ ఉన్నత విద్యా సంస్థల వ్యవస్థ,end_to_end\tem_04272_01611794118.wav
1976,tem_03338_01545136682,వినదగు నెవ్వరు జెప్పిన,end_to_end\tem_03338_01545136682.wav
1977,tem_00974_01799150570,స్వర్గలోకమును చేరడానికి నిచ్చెన వంటిది,end_to_end\tem_00974_01799150570.wav
1978,tem_00682_02053435638,వాటిలో తొమ్మిది వందలు అయిదు విమానాన్ని  తీసుకుంది,end_to_end\tem_00682_02053435638.wav
1979,tem_00682_01833496868,నాకు ఈ విషయం అసలు ఏమీ తెలియదు,end_to_end\tem_00682_01833496868.wav
1980,tem_05425_00681386731,మా ఊరు చాల మంచి ఊరు,end_to_end\tem_05425_00681386731.wav
1981,tem_09584_00504961503,అభినవ ఉత్తర గోధనాపహరణము,end_to_end\tem_09584_00504961503.wav
1982,tem_08680_01001655545,ఈ గ్రామంలో తొమ్మిది గుట్టలు ఉన్నాయి\n,end_to_end\tem_08680_01001655545.wav
1983,tem_03338_00720248503,అక్షరాస్యుల సంఖ్య ముప్పై నాలుగు వేలు వంద ముప్పై,end_to_end\tem_03338_00720248503.wav
1984,tem_08377_01715884512,వికీపీడియా కాపీహక్కుల నియమాలను ఖచ్చితంగా అమలు చేస్తుంది\n,end_to_end\tem_08377_01715884512.wav
1985,tem_07220_00543679020,హక్కులను కొనుగోలు చేసింది,end_to_end\tem_07220_00543679020.wav
1986,tem_02769_00932010558,చాలా గొంగళి పురుగులు శాకాహారులే,end_to_end\tem_02769_00932010558.wav
1987,tem_03338_00214714832,చిత్తూరు జిల్లాలో ప్రముఖ నది,end_to_end\tem_03338_00214714832.wav
1988,tem_03338_01213738461,ఈ గ్రామ ప్రజల ప్రధాన వృత్తి వ్యవసాయం,end_to_end\tem_03338_01213738461.wav
1989,tem_07220_00268294581,మాగాణి వంద ఎకరాలు,end_to_end\tem_07220_00268294581.wav
1990,tem_09015_00952520943,అతడు కృష్ణుడిని కూడా వద లేదు,end_to_end\tem_09015_00952520943.wav
1991,tem_02812_01039566532,కర్ణుడికి ఏదో అసంతృప్తి,end_to_end\tem_02812_01039566532.wav
1992,tem_04272_01681742765,ఎందుకంటే భారతీయ సినిమాలో తెలుగు సినిమా ఒక భాగం,end_to_end\tem_04272_01681742765.wav
1993,tem_04272_01616110404,సౌదీ అరేబియా రాజకీయ పార్టీలు నిషిద్ధం,end_to_end\tem_04272_01616110404.wav
1994,tem_02769_01910767949,ఆపాదించబడిన హోదా అన్ని సమాజాల్లో ఉన్నాయి,end_to_end\tem_02769_01910767949.wav
1995,tem_03338_00283978530,దీని వెనుక శాస్త్రీయాంశము కూడా కలదు,end_to_end\tem_03338_00283978530.wav
1996,tem_09015_01337655506,చివరకు ఏడుగురిని ఎన్నిక చేసుకొన్నాడు,end_to_end\tem_09015_01337655506.wav
1997,tem_06582_01374014615,ఇది నటుడిగా ఆయన తొలి సినిమా,end_to_end\tem_06582_01374014615.wav
1998,tem_03338_01677759831,శీను చూసిన ప్రతీవిషయం బొమ్మలుగా గీస్తాడు,end_to_end\tem_03338_01677759831.wav
1999,tem_05425_00861637631,ఘంటసాల గానం చేసిన రికార్డు బాగా జనాదరణ పొందింది,end_to_end\tem_05425_00861637631.wav
2000,tem_00682_01323967788,అవినీతి నిర్మూలనకు ప్రత్యేక శాఖలున్నాయి,end_to_end\tem_00682_01323967788.wav
2001,tem_00974_00689167261,ఆ విధంగా నాటకం సాగుతుంది,end_to_end\tem_00974_00689167261.wav
2002,tem_05479_01758583209,పశ్చిమ సైబీరియా హిమనీనదీయ సరస్సు చూడండి,end_to_end\tem_05479_01758583209.wav
2003,tem_05479_01749811946,రాత్రికి తెలుగు భాషలో వికృతి పదం రాతిరి\n,end_to_end\tem_05479_01749811946.wav
2004,tem_03338_00190064004,ఆంటోనీస్ గరల్స్ ఉన్నత పాఠశాల మరియు ఎస్టి,end_to_end\tem_03338_00190064004.wav
2005,tem_09015_00752574267,క్రమంగా సంపూర్ణంగా అంతరించింది,end_to_end\tem_09015_00752574267.wav
2006,tem_06582_00582115251,ఎవరిని కొట్టాలో అతనికే తెలియదు,end_to_end\tem_06582_00582115251.wav
2007,tem_02812_01266889197,అమ్మవారి పేరు మాణిక్యాంబా దేవి,end_to_end\tem_02812_01266889197.wav
2008,tem_06917_01131659147,భూమి మరియు చంద్రుడి మధ్య పోలిక,end_to_end\tem_06917_01131659147.wav
2009,tem_07220_01752373247,అప్పట్లో ఇదో తమాషా ఆట,end_to_end\tem_07220_01752373247.wav
2010,tem_03338_01765466706,దీని వృక్ష శాస్త్రీయ నామం,end_to_end\tem_03338_01765466706.wav
2011,tem_00682_00537892029,ఈ పుస్తకం మౌలిక పరిశోధన కాదు,end_to_end\tem_00682_00537892029.wav
2012,tem_02812_00288017178,నేనెవరో నీకు తెలియచెప్తాను,end_to_end\tem_02812_00288017178.wav
2013,tem_02769_00537100162,సర్వజన సుఖాపేక్ష కావాలంటాడు,end_to_end\tem_02769_00537100162.wav
2014,tem_00682_00225612623,దేవాలయము మొత్తం తెల్లగా ఉండుటకు దీని ప్రత్యేకత,end_to_end\tem_00682_00225612623.wav
2015,tem_09015_02070308612,ఎవరిని కొట్టాలో అతనికే తెలియదు,end_to_end\tem_09015_02070308612.wav
2016,tem_02769_01852737895,శర్మ విశాఖపట్టణం లో స్థాపించాడు,end_to_end\tem_02769_01852737895.wav
2017,tem_03338_02101363232,అంతరిక్ష నౌక రాకెట్ లో వాడతారు,end_to_end\tem_03338_02101363232.wav
2018,tem_07220_00162584131,గుణగునికి సంతానం లేదు,end_to_end\tem_07220_00162584131.wav
2019,tem_09015_02133684895,పేదల పక్షాన ఉచితంగా వాదించేవారు,end_to_end\tem_09015_02133684895.wav
2020,tem_09015_00482226324,వాటిలో మోటౌన్ వింతర్ బెస్ట్ ప్రధానమైనది,end_to_end\tem_09015_00482226324.wav
2021,tem_06359_01128788654,కష్టముల వెంట సుఖాలు వస్తాయి అంటారు కదా,end_to_end\tem_06359_01128788654.wav
2022,tem_05425_01658803078,అమెరికాలో అతి ప్రాచీన ప్రభుత్వ సాంస్కృతిక సంస్థ,end_to_end\tem_05425_01658803078.wav
2023,tem_08377_00818183818,సమస్త భూతములకు ఆత్మ విష్ణువే\n,end_to_end\tem_08377_00818183818.wav
2024,tem_02812_01605648195,అజ్ఞానులు తమస్సుతోగూడిన లోకమున పొందుదురు,end_to_end\tem_02812_01605648195.wav
2025,tem_02812_01717857016,నరేశ్ మెహతా హిందీ భాషకు చెందిన రచయిత,end_to_end\tem_02812_01717857016.wav
2026,tem_03338_01169627656,పదవ రోజున శ్రీవారి కళ్యాణోత్సవం జరిగేది,end_to_end\tem_03338_01169627656.wav
2027,tem_08377_00973749096,పంచాయత్ రాజ్ మంత్రిత్వ శాఖ వెబ్‌సైటులో మహబూబ్ నగర్ జిల్లా తాలుకాల వివరాలు,end_to_end\tem_08377_00973749096.wav
2028,tem_09015_01532663614,పిన్ కోడ్ అయిదు లక్షలు మూడు వెలు వంద ఎనభై అయిదు,end_to_end\tem_09015_01532663614.wav
2029,tem_09525_02107580320,అతడిదైన పాలనా విధానాన్ని ప్రవేశపెట్టాడు,end_to_end\tem_09525_02107580320.wav
2030,tem_02769_00794490770,దీనిని రక్తంగా భ్రమింపజేస్తారు,end_to_end\tem_02769_00794490770.wav
2031,tem_09015_01340199128,ఆ తర్వాత మనిషి నిప్పును కనుగొన్నాడు,end_to_end\tem_09015_01340199128.wav
2032,tem_04272_01580709780,యానాం పై ఇది మరొక వ్యాసం,end_to_end\tem_04272_01580709780.wav
2033,tem_06582_00783437163,స్వామి అక్కడే శిలరూపంలో వెలసినాడు,end_to_end\tem_06582_00783437163.wav
2034,tem_05425_01558059831,అందువలన ఈ ఊరికి ఆ పేరు వచ్చింది,end_to_end\tem_05425_01558059831.wav
2035,tem_05425_01846474385,వరి ఈ ఊరి ప్రధాన పంట,end_to_end\tem_05425_01846474385.wav
2036,tem_07220_01571025435,అది కార్చిచ్చులా ఇప్పుడు రగులుతుంది,end_to_end\tem_07220_01571025435.wav
2037,tem_09015_01125195895,వీటన్నిటి గురించి తరువాత నేర్చుకుందాం,end_to_end\tem_09015_01125195895.wav
2038,tem_05425_01751852054,కృష్ణా మండలములోని చింతపల్లి వీరి రాజధాని,end_to_end\tem_05425_01751852054.wav
2039,tem_08680_01188722628,రేగు పళ్లకు రకరకాల పేర్లున్నాయి\n,end_to_end\tem_08680_01188722628.wav
2040,tem_03338_02035569102,షీల్డ్స్ రెండుసార్లు వివాహం చేసుకుంది,end_to_end\tem_03338_02035569102.wav
2041,tem_00682_00385266552,బొమ్మలను అప్‌లోడు చెయ్యడానికి అప్‌లోడు పేజీ ని వాడండి,end_to_end\tem_00682_00385266552.wav
2042,tem_00682_00792039989,అండముఅండము వేదిక పైన ఉంటుంది,end_to_end\tem_00682_00792039989.wav
2043,tem_09015_01183911779,దీనివలన వడలు మెత్తబడతాయి,end_to_end\tem_09015_01183911779.wav
2044,tem_03338_01484687390,ఇది ఎక్కువగా వృద్ధులలో వచ్చే సమస్య,end_to_end\tem_03338_01484687390.wav
2045,tem_04771_00192600506,నాలుగు వందల మీటర్‌లలో,end_to_end\tem_04771_00192600506.wav
2046,tem_09222_01922568014,ఈ ఆలయం చిన్న తిరుపతి దేవస్థానం వారి నిర్వహణలో ఉంది.,end_to_end\tem_09222_01922568014.wav
2047,tem_00682_00217289023,అక్కడ డిగ్రీ మరియు ఇంటర్ కళాశాలలు వున్నవి,end_to_end\tem_00682_00217289023.wav
2048,tem_03338_01948870353,అమె కంఠం అత్యంత మధురం,end_to_end\tem_03338_01948870353.wav
2049,tem_03338_00326661255,తెలుగు నవల అయిదు,end_to_end\tem_03338_00326661255.wav
2050,tem_00974_00470770090,బొట్టుదారము అనగా మంగళసూత్రము,end_to_end\tem_00974_00470770090.wav
2051,tem_09222_00357612728,వికీలో ఏదైనా సహాయము కొరకు తప్పకుండా అడగండి,end_to_end\tem_09222_00357612728.wav
2052,tem_00682_01706703177,అన్న మాట మరచి పోయింది,end_to_end\tem_00682_01706703177.wav
2053,tem_09015_00037223125,శ్రీ వీరాంజనేయ స్వామి ఆలయం,end_to_end\tem_09015_00037223125.wav
2054,tem_00682_01783024572,శుకుడు తండ్రికి నమస్కరించి బయలు దేరాడు,end_to_end\tem_00682_01783024572.wav
2055,tem_00682_00961009325,ఈ ప్రాంతంలో వరి ముఖ్యమైన పంట,end_to_end\tem_00682_00961009325.wav
2056,tem_02769_01467760617,గ్రామ విస్తీర్ణం మూడు వందలు యాభై రెండు హెక్టారులు,end_to_end\tem_02769_01467760617.wav
2057,tem_08680_01993168532,కృష్ణమాచారి విపుల వ్యాస పరంపర\n,end_to_end\tem_08680_01993168532.wav
2058,tem_02769_00736521945,ఇది తిరునాంగూర్ దివ్యప్రదేశముల లోనిది,end_to_end\tem_02769_00736521945.wav
2059,tem_00682_01741481445,ఆ వ్యాసం పై కృషి చేసిన వారి జాబితా చూడండి,end_to_end\tem_00682_01741481445.wav
2060,tem_04272_01191998712,నిడదవోలు నుండి తణుకు నుంది తరచు బస్సు సదుపాయం కలదు,end_to_end\tem_04272_01191998712.wav
2061,tem_06359_01436101976,సంగీత ప్రధానమైన భాగవత సంప్రదాయం వీరిది,end_to_end\tem_06359_01436101976.wav
2062,tem_09222_00327606524,దోమ ఆంధ్ర ప్రదేశ్ రాష్ట్రములోని రంగారెడ్డి జిల్లాకు చెందిన ఒక మండలము,end_to_end\tem_09222_00327606524.wav
2063,tem_07220_00813720713,చాలా విగ్రహాలు చోరికి గురయ్యాయి,end_to_end\tem_07220_00813720713.wav
2064,tem_00113_01742178903,పీర్స్ పాత్ర పోషించడానికి అంగీకరించాడు,end_to_end\tem_00113_01742178903.wav
2065,tem_00682_01355735517,పిన్ కోడ్  అయిదు లక్షలు పదునయిదు వెలు ఎనిమిది వందలు డెబ్బై,end_to_end\tem_00682_01355735517.wav
2066,tem_05479_00171423747,తల్లి రాగతి శాంతకుమారి\n,end_to_end\tem_05479_00171423747.wav
2067,tem_04272_00918826678,ఊరి మధ్య ఒక పెద్ద చెరువు కలదు,end_to_end\tem_04272_00918826678.wav
2068,tem_06359_00249058917,ప్రతిగ్రామంలోనూ జాతీయ జెండా ఎగురవేశారు,end_to_end\tem_06359_00249058917.wav
2069,tem_07220_00028084804,నకులుడు మరో రథం ఎక్కాడు,end_to_end\tem_07220_00028084804.wav
2070,tem_04771_00202165577,మీరు మీ గమ్యస్థానాన్ని చేరుకోబోతున్నారు,end_to_end\tem_04771_00202165577.wav
2071,tem_06359_01852222671,అయితే ఈ పదాల యొక్క మూలాలు మాత్రం తెలియవు,end_to_end\tem_06359_01852222671.wav
2072,tem_09525_01576956568,ప్రతి సంవత్సరం ఉత్సవాలు ఘనంగా జరుగుతాయి\n,end_to_end\tem_09525_01576956568.wav
2073,tem_06359_00336539514,మోక్షం తప్పక సిద్ధిస్తుంది,end_to_end\tem_06359_00336539514.wav
2074,tem_02812_01637734859,ఇక్కడి భాష తెలుగు,end_to_end\tem_02812_01637734859.wav
2075,tem_07220_00010656299,ఇందులో పరతత్వం అనగా పరబ్రహ్మం,end_to_end\tem_07220_00010656299.wav
2076,tem_04272_00679427802,వికీపీడియా కు సంబంధించిన సందేహాలుంటే సహాయ కేంద్రం లో అడగండి,end_to_end\tem_04272_00679427802.wav
2077,tem_00113_00296671652,తల్లి సరస్వతీ బాలన్,end_to_end\tem_00113_00296671652.wav
2078,tem_00974_01364009616,దీన్ని పశువులకు తినిపించాలి,end_to_end\tem_00974_01364009616.wav
2079,tem_05479_00848160766,గృహమృగము అనగా కుక్క\n,end_to_end\tem_05479_00848160766.wav
2080,tem_00682_01049263237,పంచాయత్ రాజ్ మంత్రిత్వ శాఖ వెబ్‌సైటులో గుంటూరు జిల్లా తాలూకాల వివరాలు,end_to_end\tem_00682_01049263237.wav
2081,tem_00682_00603475250,చంద్రకాంత్ గారు కొన్ని విషయాలు జత చేసాను చూడండి,end_to_end\tem_00682_00603475250.wav
2082,tem_07220_00815094548,గుంతలో తేమ ఎప్పుడూ తగినంత ఉండాలి,end_to_end\tem_07220_00815094548.wav
2083,tem_09015_00359829893,అవి సంభాషణకు కాంతినిస్తాయి,end_to_end\tem_09015_00359829893.wav
2084,tem_09222_01520819030,వీనిని అన్నము వండుకొని తిందురు,end_to_end\tem_09222_01520819030.wav
